Mod:Item:MetaData, Localized Name
ironchest:iron_shulker_box_pink:2, Розовый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_pink:3, Розовый Медный Шалкеровый ящик
ironchest:iron_shulker_box_pink:4, Розовый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_pink:5, Розовый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_pink:6, Розовый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_gray:0, Серый Железный Шалкеровый ящик
ironchest:iron_shulker_box_gray:1, Серый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_gray:2, Серый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_gray:3, Серый Медный Шалкеровый ящик
ironchest:iron_shulker_box_gray:4, Серый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_gray:5, Серый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_gray:6, Серый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_silver:0, Светло-серый Железный Шалкеровый ящик
ironchest:iron_shulker_box_silver:1, Светло-серый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_silver:2, Светло-серый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_silver:3, Светло-серый Медный Шалкеровый ящик
ironchest:iron_shulker_box_silver:4, Светло-серый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_silver:5, Светло-серый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_silver:6, Светло-серый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_cyan:0, Голубой Железный Шалкеровый ящик
ironchest:iron_shulker_box_cyan:1, Голубой Золотой Шалкеровый ящик
ironchest:iron_shulker_box_cyan:2, Голубой Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_cyan:3, Голубой Медный Шалкеровый ящик
ironchest:iron_shulker_box_cyan:4, Голубой Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_cyan:5, Голубой Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_cyan:6, Голубой Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_purple:0, Железный Шалкеровый ящик
ironchest:iron_shulker_box_purple:1, Золотой Шалкеровый ящик
ironchest:iron_shulker_box_purple:2, Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_purple:3, Медный Шалкеровый ящик
ironchest:iron_shulker_box_purple:4, Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_purple:5, Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_purple:6, Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_blue:0, Синий Железный Шалкеровый ящик
ironchest:iron_shulker_box_blue:1, Синий Золотой Шалкеровый ящик
ironchest:iron_shulker_box_blue:2, Синий Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_blue:3, Синий Медный Шалкеровый ящик
ironchest:iron_shulker_box_blue:4, Синий Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_blue:5, Синий Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_blue:6, Синий Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_brown:0, Коричневый Железный Шалкеровый ящик
ironchest:iron_shulker_box_brown:1, Коричневый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_brown:2, Коричневый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_brown:3, Коричневый Медный Шалкеровый ящик
ironchest:iron_shulker_box_brown:4, Коричневый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_brown:5, Коричневый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_brown:6, Коричневый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_green:0, Зелёный Железный Шалкеровый ящик
ironchest:iron_shulker_box_green:1, Зелёный Золотой Шалкеровый ящик
ironchest:iron_shulker_box_green:2, Зелёный Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_green:3, Зелёный Медный Шалкеровый ящик
ironchest:iron_shulker_box_green:4, Зелёный Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_green:5, Зелёный Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_green:6, Зелёный Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_red:0, Красный Железный Шалкеровый ящик
ironchest:iron_shulker_box_red:1, Красный Золотой Шалкеровый ящик
ironchest:iron_shulker_box_red:2, Красный Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_red:3, Красный Медный Шалкеровый ящик
ironchest:iron_shulker_box_red:4, Красный Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_red:5, Красный Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_red:6, Красный Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_black:0, Чёрный Железный Шалкеровый ящик
ironchest:iron_shulker_box_black:1, Чёрный Золотой Шалкеровый ящик
ironchest:iron_shulker_box_black:2, Чёрный Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_black:3, Чёрный Медный Шалкеровый ящик
ironchest:iron_shulker_box_black:4, Чёрный Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_black:5, Чёрный Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_black:6, Чёрный Обсидиановый Шалкеровый ящик
storagedrawers:upgrade_template, Шаблон Улучшения
storagedrawers:upgrade_storage:0, Улучшение Хранилища (I)
storagedrawers:upgrade_storage:1, Улучшение Хранилища (II)
storagedrawers:upgrade_storage:2, Улучшение Хранилища (III)
storagedrawers:upgrade_storage:3, Улучшение Хранилища (IV)
storagedrawers:upgrade_storage:4, Улучшение Хранилища (V)
storagedrawers:upgrade_one_stack, Storage Downgrade
storagedrawers:upgrade_status:0, Улучшение «Индикатор» (I)
storagedrawers:upgrade_status:1, Улучшение «Индикатор» (II)
storagedrawers:upgrade_void, Пустотное Улучшение
storagedrawers:upgrade_conversion, Conversion Upgrade
storagedrawers:upgrade_creative:0, Творческое Улучшение Хранилища
storagedrawers:upgrade_creative:1, Творческое Торговое Улучшение
storagedrawers:upgrade_redstone:0, Редстоун Улучшение
storagedrawers:upgrade_redstone:1, Редстоун Макс. Улучшение
storagedrawers:upgrade_redstone:2, Редстоун Мин. Улучшение
storagedrawers:drawer_key, Ключ Ящика
storagedrawers:shroud_key, Ключ Сокрытия
storagedrawers:personal_key, Персональный Ключ
storagedrawers:quantify_key, Quantify Key
storagedrawers:tape, Лента Для Упаковки
storagedrawers:basicdrawers:0, Основной Ящик
storagedrawers:basicdrawers:0, Основной Ящик
storagedrawers:basicdrawers:0, Основной Ящик
storagedrawers:basicdrawers:0, Основной Ящик
storagedrawers:basicdrawers:0, Основной Ящик
storagedrawers:basicdrawers:0, Основной Ящик
storagedrawers:basicdrawers:1, Основной Ящик 1x2
storagedrawers:basicdrawers:1, Основной Ящик 1x2
storagedrawers:basicdrawers:1, Основной Ящик 1x2
storagedrawers:basicdrawers:1, Основной Ящик 1x2
storagedrawers:basicdrawers:1, Основной Ящик 1x2
storagedrawers:basicdrawers:1, Основной Ящик 1x2
storagedrawers:basicdrawers:2, Основной Ящик 2x2
storagedrawers:basicdrawers:2, Основной Ящик 2x2
storagedrawers:basicdrawers:2, Основной Ящик 2x2
storagedrawers:basicdrawers:2, Основной Ящик 2x2
storagedrawers:basicdrawers:2, Основной Ящик 2x2
storagedrawers:basicdrawers:2, Основной Ящик 2x2
storagedrawers:basicdrawers:3, Половина Ящика 1x2
storagedrawers:basicdrawers:3, Половина Ящика 1x2
storagedrawers:basicdrawers:3, Половина Ящика 1x2
storagedrawers:basicdrawers:3, Половина Ящика 1x2
storagedrawers:basicdrawers:3, Половина Ящика 1x2
storagedrawers:basicdrawers:3, Половина Ящика 1x2
storagedrawers:basicdrawers:4, Половина Ящика 2x2
storagedrawers:basicdrawers:4, Половина Ящика 2x2
storagedrawers:basicdrawers:4, Половина Ящика 2x2
storagedrawers:basicdrawers:4, Половина Ящика 2x2
storagedrawers:basicdrawers:4, Половина Ящика 2x2
storagedrawers:basicdrawers:4, Половина Ящика 2x2
storagedrawers:keybutton:0, Drawer Key Button
storagedrawers:keybutton:1, Concealment Key Button
storagedrawers:keybutton:2, Personal Key Button
storagedrawers:keybutton:3, Quantify Key Button
storagedrawers:compdrawers, Уплотняющие Ящики
storagedrawers:controller, Контроллер Ящика
storagedrawers:controllerslave, Подчиненный Контроллера
storagedrawers:trim:0, Отделка из Дуба
storagedrawers:trim:1, Отделка из Ели
storagedrawers:trim:2, Отделка из Берёзы
storagedrawers:trim:3, Отделка из Тропического Дерева
storagedrawers:trim:4, Отделка из Акации
storagedrawers:trim:5, Отделка из Тёмного Дуба
storagedrawers:framingtable, Стол Обрамления
storagedrawers:customdrawers:0, Обрамлённый Ящик
storagedrawers:customdrawers:1, Обрамлённый Ящик 1x2
storagedrawers:customdrawers:2, Обрамлённый Ящик 2x2
storagedrawers:customdrawers:3, Обрамлённый Половинный Ящик 1x2
storagedrawers:customdrawers:4, Обрамлённый Половинный Ящик 2x2
storagedrawers:customtrim, Оформлен Отделкой
thermalsolars:blocksolarpanel1, Tier 1 Solar Panel
thermalsolars:blocksolarpanel2, Tier 2 Solar Panel
thermalsolars:blocksolarpanel3, Tier 3 Solar Panel
thermalsolars:blocksolarpanel4, Tier 4 Solar Panel
thermalsolars:blocksolarpanel5, Tier 5 Solar Panel
thermalsolars:blocksolarpanel6, Tier 6 Solar Panel
thermalsolars:blocksolarpanel101, Tier 1 Lunar Solar Panel
thermalsolars:blocksolarpanel102, Tier 2 Lunar Solar Panel
thermalsolars:blocksolarpanel103, Tier 3 Lunar Solar Panel
thermalsolars:blocktitaniumore, Titanium Ore
thermalsolars:blocklunarorenether, Lunar Ore
thermalsolars:blockenderoreend, Ender Ore
thermalsolars:blockenderpanel, Ender Modular Solar Panel
thermalsolars:blocktitaniumblock, Titanium Block
thermalsolars:blocklunarblock, Lunar Block
thermalsolars:blockenderblock, Ender Block
thermalsolars:itemtitaniumglassplate, Titanium Glass Plate
thermalsolars:itemtitaniumdust, Titanium Dust
thermalsolars:itemtitaniumsolarcell, Titanium Solar Cell
thermalsolars:itemtitaniumpanel, Titanium Panel
thermalsolars:itemlunarglassplate, Lunar Glass Plate
thermalsolars:itemlunardust, Lunar Dust
thermalsolars:itemlunarsolarcell, Lunar Solar Cell
thermalsolars:itemlunarpanel, Lunar Panel
thermalsolars:itemenderdust, Ender Dust
thermalsolars:itemenderglassplate, Ender Glass Plate
thermalsolars:itemendersolarcell, Ender Solar Cell
thermalsolars:itemenderpanel, Ender Panel
thermalsolars:itemsolarbase, Solar Panel Base
thermalsolars:itemsolarcircuit, Solar Circuit Component
thermalsolars:itemcapupgrade, Ender Panel Upgrade
thermalsolars:itemtransferupgrade, Ender Panel Upgrade
thermalsolars:itemgenerateupgrade, Ender Panel Upgrade
thermalsolars:itemlunarupgrade, Ender Panel Upgrade
thermalsolars:itemtitaniumingot, Titanium Ingot
thermalsolars:itemlunaringot, Lunar Ingot
thermalsolars:itemenderingot, Ender Ingot
thermalsolars:itemtitaniumpickaxe, Titanium PickAxe
thermalsolars:itemlunarpickaxe, Lunar PickAxe
thermalsolars:itemenderpickaxe, Ender PickAxe
thermalsolars:itemtitaniumsword, Titanium Sword
thermalsolars:itemlunarsword, Lunar Sword
thermalsolars:itemendersword, Ender Sword
thermalsolars:itemtitaniumspade, Titanium Spade
thermalsolars:itemlunarspade, Lunar Spade
thermalsolars:itemenderspade, Ender Spade
thermalsolars:itemtitaniumaxe, Titanium Axe
thermalsolars:itemlunaraxe, item.thermalsolars.itemlunaraxe.name
thermalsolars:itemenderaxe, item.thermalsolars.itemenderaxe.name
thermalsolars:itemtitaniumhoe, Titanium Hoe
thermalsolars:itemlunarhoe, Lunar Hoe
thermalsolars:itemenderhoe, Ender Hoe
thermalsolars:itemtitaniummultitool, Titanium MultiTool
buildcraftcore:spring:0, Источник воды
buildcraftcore:spring:1, Источник нефти
buildcraftcore:decorated:0, tile.decorated.destroy.name
buildcraftcore:decorated:1, Blueprint (Decoration)
buildcraftcore:decorated:2, Template (Decoration)
buildcraftcore:decorated:3, tile.decorated.paper.name
buildcraftcore:decorated:4, tile.decorated.leather.name
buildcraftcore:decorated:5, Laser (Decoration)
buildcraftcore:marker_volume, Метка
buildcraftcore:marker_path, Направляющая Метка
buildcraftcore:engine:0, Двигатель на красном камне
buildcraftcore:engine:1, Двигатель Стирлинга
buildcraftcore:engine:2, Двигатель внутреннего сгорания
buildcraftcore:engine:3, Двигатель для творческого режима
buildcraftcore:wrench, Гаечный ключ
buildcraftcore:gear_wood, Деревянная шестерня
buildcraftcore:gear_stone, Каменная шестерня
buildcraftcore:gear_iron, Железная шестерня
buildcraftcore:gear_gold, Золотая шестерня
buildcraftcore:gear_diamond, Алмазная шестерня
buildcraftcore:paintbrush:64, Кисточка
buildcraftcore:paintbrush:0, §z§0§fБелый§r Кисточка
buildcraftcore:paintbrush:0, §z§1§6Оранжевый§r Кисточка
buildcraftcore:paintbrush:0, §z§2§dПурпурный§r Кисточка
buildcraftcore:paintbrush:0, §z§3§bГолубой§r Кисточка
buildcraftcore:paintbrush:0, §z§4§eЖёлтый§r Кисточка
buildcraftcore:paintbrush:0, §z§5§aЛаймовый§r Кисточка
buildcraftcore:paintbrush:0, §z§6§dРозовый§r Кисточка
buildcraftcore:paintbrush:0, §z§7§7Серый§r Кисточка
buildcraftcore:paintbrush:0, §z§8§7Светло-серый§r Кисточка
buildcraftcore:paintbrush:0, §z§9§3Бирюзовый§r Кисточка
buildcraftcore:paintbrush:0, §z§a§dФиолетовый§r Кисточка
buildcraftcore:paintbrush:0, §9§9Синий§r Кисточка
buildcraftcore:paintbrush:0, §z§c§6Коричневый§r Кисточка
buildcraftcore:paintbrush:0, §z§d§aЗелёный§r Кисточка
buildcraftcore:paintbrush:0, §z§e§cКрасный§r Кисточка
buildcraftcore:paintbrush:0, §0§7Чёрный§r Кисточка
buildcraftcore:list, Список
buildcraftcore:map_location:0, Карта расположения
buildcraftcore:marker_connector, Marker Connector
buildcraftcore:volume_box, item.volume_box.name
buildcraftcore:fragile_fluid_shard, Fragile %s Shard
buildcraftbuilders:snapshot:2, Строительный проект
buildcraftbuilders:snapshot:0, Чертёж
buildcraftbuilders:schematic_single:0, Single Block Schematic
buildcraftbuilders:filler_planner, Filler Planner
buildcraftbuilders:filler, Заполнитель
buildcraftbuilders:builder, Строитель
buildcraftbuilders:architect, Стол архитектора
buildcraftbuilders:library, Библиотека проектов
buildcraftbuilders:replacer, tile.replacerBlock.name
buildcraftbuilders:frame, Каркас
buildcraftbuilders:quarry, Quarry
buildcraftenergy:glob_of_oil, item.globOil.name
buildcraftfactory:autoworkbench_item, Автоматический верстак
buildcraftfactory:mining_well, Буровая установка
buildcraftfactory:pump, Помпа
buildcraftfactory:flood_gate, Шлюз
buildcraftfactory:tank, Цистерна
buildcraftfactory:chute, Chute
buildcraftfactory:distiller, Distiller
buildcraftfactory:heat_exchange, Heat Exchanger
buildcraftfactory:water_gel_spawn, Water Gelifier
buildcraftfactory:gel, Gelled Water
buildcraftrobotics:zone_planner, tile.zonePlannerBlock.name
buildcrafttransport:pipe_structure:0, Структурная труба
buildcrafttransport:pipe_wood_item:0, Деревянная транспортная труба
buildcrafttransport:pipe_cobble_item:0, Булыжниковая транспортная труба
buildcrafttransport:pipe_stone_item:0, Каменная транспортная труба
buildcrafttransport:pipe_quartz_item:0, Кварцевая транспортная труба
buildcrafttransport:pipe_iron_item:0, Железная транспортная труба
buildcrafttransport:pipe_gold_item:0, Золотая транспортная труба
buildcrafttransport:pipe_clay_item:0, Глиняная транспортная труба
buildcrafttransport:pipe_sandstone_item:0, Песчаниковая транспортная труба
buildcrafttransport:pipe_void_item:0, Пустотная транспортная труба
buildcrafttransport:pipe_obsidian_item:0, Обсидиановая транспортная труба
buildcrafttransport:pipe_diamond_item:0, Алмазная транспортная труба
buildcrafttransport:pipe_diamond_wood_item:0, Изумрудная транспортная труба
buildcrafttransport:pipe_lapis_item:0, Лазуритовая транспортная труба
buildcrafttransport:pipe_daizuli_item:0, Алмазуритовая транспортная труба
buildcrafttransport:pipe_emzuli_item:0, Изумуритовая транспортная труба
buildcrafttransport:pipe_stripes_item:0, Активная транспортная труба
buildcrafttransport:pipe_wood_fluid:0, Деревянная жидкостная труба
buildcrafttransport:pipe_cobble_fluid:0, Булыжниковая жидкостная труба
buildcrafttransport:pipe_stone_fluid:0, Каменная жидкостная труба
buildcrafttransport:pipe_quartz_fluid:0, Кварцевая жидкостная труба
buildcrafttransport:pipe_gold_fluid:0, Золотая жидкостная труба
buildcrafttransport:pipe_iron_fluid:0, Железная жидкостная труба
buildcrafttransport:pipe_clay_fluid:0, Глиняная жидкостная труба
buildcrafttransport:pipe_sandstone_fluid:0, Песчаниковая жидкостная труба
buildcrafttransport:pipe_void_fluid:0, Пустотная жидкостная труба
buildcrafttransport:pipe_diamond_fluid:0, Алмазная жидкостная труба
buildcrafttransport:pipe_diamond_wood_fluid:0, Изумрудная жидкостная труба
buildcrafttransport:pipe_wood_power:0, Деревянная энергетическая труба
buildcrafttransport:pipe_cobble_power:0, Булыжниковая энергетическая труба
buildcrafttransport:pipe_stone_power:0, Каменная энергетическая труба
buildcrafttransport:pipe_quartz_power:0, Кварцевая энергетическая труба
buildcrafttransport:pipe_gold_power:0, Золотая энергетическая труба
buildcrafttransport:pipe_sandstone_power:0, Песчаниковая энергетическая труба
buildcrafttransport:filtered_buffer, Фильтр
buildcrafttransport:waterproof, Уплотнитель для труб
buildcrafttransport:plug_blocker, Заглушка для труб
buildcrafttransport:plug_power_adaptor, Энергетический адаптер
buildcrafttransport:wire:0, §z§0§fБелый§r Pipe Wire
buildcrafttransport:wire:1, §z§1§6Оранжевый§r Pipe Wire
buildcrafttransport:wire:2, §z§2§dПурпурный§r Pipe Wire
buildcrafttransport:wire:3, §z§3§bГолубой§r Pipe Wire
buildcrafttransport:wire:4, §z§4§eЖёлтый§r Pipe Wire
buildcrafttransport:wire:5, §z§5§aЛаймовый§r Pipe Wire
buildcrafttransport:wire:6, §z§6§dРозовый§r Pipe Wire
buildcrafttransport:wire:7, §z§7§7Серый§r Pipe Wire
buildcrafttransport:wire:8, §z§8§7Светло-серый§r Pipe Wire
buildcrafttransport:wire:9, §z§9§3Бирюзовый§r Pipe Wire
buildcrafttransport:wire:10, §z§a§dФиолетовый§r Pipe Wire
buildcrafttransport:wire:11, §9§9Синий§r Pipe Wire
buildcrafttransport:wire:12, §z§c§6Коричневый§r Pipe Wire
buildcrafttransport:wire:13, §z§d§aЗелёный§r Pipe Wire
buildcrafttransport:wire:14, §z§e§cКрасный§r Pipe Wire
buildcrafttransport:wire:15, §0§7Чёрный§r Pipe Wire
buildcraftsilicon:laser, Лазер
buildcraftsilicon:assembly_table, Сборочный стол
buildcraftsilicon:advanced_crafting_table, Сборочный верстак
buildcraftsilicon:integration_table, Стол интеграции
buildcraftsilicon:redstone_chipset:0, Микросхема из красного камня
buildcraftsilicon:redstone_chipset:1, Железная микросхема
buildcraftsilicon:redstone_chipset:2, Золотая микросхема
buildcraftsilicon:redstone_chipset:3, Кварцевая микросхема
buildcraftsilicon:redstone_chipset:4, Алмазная микросхема
buildcraftsilicon:plug_gate, item.gate.name
buildcraftsilicon:plug_lens:0, §0§7Чёрный§r Линза
buildcraftsilicon:plug_lens:1, §z§e§cКрасный§r Линза
buildcraftsilicon:plug_lens:2, §z§d§aЗелёный§r Линза
buildcraftsilicon:plug_lens:3, §z§c§6Коричневый§r Линза
buildcraftsilicon:plug_lens:4, §9§9Синий§r Линза
buildcraftsilicon:plug_lens:5, §z§a§dФиолетовый§r Линза
buildcraftsilicon:plug_lens:6, §z§9§3Бирюзовый§r Линза
buildcraftsilicon:plug_lens:7, §z§8§7Светло-серый§r Линза
buildcraftsilicon:plug_lens:8, §z§7§7Серый§r Линза
buildcraftsilicon:plug_lens:9, §z§6§dРозовый§r Линза
buildcraftsilicon:plug_lens:10, §z§5§aЛаймовый§r Линза
buildcraftsilicon:plug_lens:11, §z§4§eЖёлтый§r Линза
buildcraftsilicon:plug_lens:12, §z§3§bГолубой§r Линза
buildcraftsilicon:plug_lens:13, §z§2§dПурпурный§r Линза
buildcraftsilicon:plug_lens:14, §z§1§6Оранжевый§r Линза
buildcraftsilicon:plug_lens:15, §z§0§fБелый§r Линза
buildcraftsilicon:plug_lens:16, §0§7Чёрный§r Фильтр
buildcraftsilicon:plug_lens:17, §z§e§cКрасный§r Фильтр
buildcraftsilicon:plug_lens:18, §z§d§aЗелёный§r Фильтр
buildcraftsilicon:plug_lens:19, §z§c§6Коричневый§r Фильтр
buildcraftsilicon:plug_lens:20, §9§9Синий§r Фильтр
buildcraftsilicon:plug_lens:21, §z§a§dФиолетовый§r Фильтр
buildcraftsilicon:plug_lens:22, §z§9§3Бирюзовый§r Фильтр
buildcraftsilicon:plug_lens:23, §z§8§7Светло-серый§r Фильтр
buildcraftsilicon:plug_lens:24, §z§7§7Серый§r Фильтр
buildcraftsilicon:plug_lens:25, §z§6§dРозовый§r Фильтр
buildcraftsilicon:plug_lens:26, §z§5§aЛаймовый§r Фильтр
buildcraftsilicon:plug_lens:27, §z§4§eЖёлтый§r Фильтр
buildcraftsilicon:plug_lens:28, §z§3§bГолубой§r Фильтр
buildcraftsilicon:plug_lens:29, §z§2§dПурпурный§r Фильтр
buildcraftsilicon:plug_lens:30, §z§1§6Оранжевый§r Фильтр
buildcraftsilicon:plug_lens:31, §z§0§fБелый§r Фильтр
buildcraftsilicon:plug_lens:32, Чистый Линза
buildcraftsilicon:plug_lens:33, Чистый Фильтр
buildcraftsilicon:plug_pulsar, Pipe Pulsar
buildcraftsilicon:plug_light_sensor, Light Sensor
ichunutil:compact_porkchop, Компактная сырая свиная отбивная
harvestcraft:blackberryitem, Черный перец
harvestcraft:blackberryseeditem, Семена черного перца
harvestcraft:blueberryitem, Черника
harvestcraft:blueberryseeditem, Семена черники
harvestcraft:candleberryitem, Свечное дерево
harvestcraft:candleberryseeditem, Семена свечного дерева
harvestcraft:raspberryitem, Малина
harvestcraft:raspberryseeditem, Семена малины
harvestcraft:strawberryitem, Клубника
harvestcraft:strawberryseeditem, Семена клубники
harvestcraft:cactusfruititem, Кактусовый фрукт
harvestcraft:cactusfruitseeditem, Семена кактусового фрукта
harvestcraft:asparagusitem, Спаржа
harvestcraft:asparagusseeditem, Семена спаржи
harvestcraft:barleyitem, Ячмень
harvestcraft:barleyseeditem, Семена ячменя
harvestcraft:oatsitem, Овес
harvestcraft:oatsseeditem, Семена овса
harvestcraft:ryeitem, Рожь
harvestcraft:ryeseeditem, Семена ржи
harvestcraft:cornitem, Кукуруза
harvestcraft:cornseeditem, Семяна кукурузы
harvestcraft:bambooshootitem, Бамбук
harvestcraft:bambooshootseeditem, Семена бамбука
harvestcraft:cantaloupeitem, Дыня
harvestcraft:cantaloupeseeditem, Семена дыни
harvestcraft:cucumberitem, Огурц
harvestcraft:cucumberseeditem, Семена огурца
harvestcraft:wintersquashitem, Кабачок
harvestcraft:wintersquashseeditem, Семена кабачков
harvestcraft:zucchiniitem, Цуккини
harvestcraft:zucchiniseeditem, Семена цуккини
harvestcraft:beetitem, Свекла
harvestcraft:beetseeditem, Семена свеклы
harvestcraft:onionitem, Лук
harvestcraft:onionseeditem, Семена лука
harvestcraft:parsnipitem, Пастернак
harvestcraft:parsnipseeditem, Семена пастернака
harvestcraft:peanutitem, Арахис
harvestcraft:peanutseeditem, Семена арахиса
harvestcraft:radishitem, Редька
harvestcraft:radishseeditem, Семена редьки
harvestcraft:rutabagaitem, Брюква
harvestcraft:rutabagaseeditem, Семена брюквы
harvestcraft:sweetpotatoitem, Батат
harvestcraft:sweetpotatoseeditem, Семена батата
harvestcraft:turnipitem, Репа
harvestcraft:turnipseeditem, Семена репы
harvestcraft:rhubarbitem, Ревень
harvestcraft:rhubarbseeditem, Семена ревня
harvestcraft:celeryitem, Сельдерей
harvestcraft:celeryseeditem, Семена сельдерея
harvestcraft:garlicitem, Чеснок
harvestcraft:garlicseeditem, Семена чеснока
harvestcraft:gingeritem, Имбирь
harvestcraft:gingerseeditem, Семена имбиря
harvestcraft:spiceleafitem, Специи
harvestcraft:spiceleafseeditem, Семена специй
harvestcraft:tealeafitem, Чайный лист
harvestcraft:teaseeditem, Семена чая
harvestcraft:coffeebeanitem, Кофейные зерна
harvestcraft:coffeeseeditem, Семена кофе
harvestcraft:mustardseedsitem, Горчица
harvestcraft:mustardseeditem, Семена горчицы
harvestcraft:broccoliitem, Брокколи
harvestcraft:broccoliseeditem, Семена броколи
harvestcraft:caulifloweritem, Цветная капуста
harvestcraft:cauliflowerseeditem, Семена цветной капусты
harvestcraft:leekitem, Порей
harvestcraft:leekseeditem, Семена порея
harvestcraft:lettuceitem, Латук
harvestcraft:lettuceseeditem, Семена латука
harvestcraft:scallionitem, Зеленый лук
harvestcraft:scallionseeditem, Семена зеленого лука
harvestcraft:artichokeitem, Артишок
harvestcraft:artichokeseeditem, Семена артишока
harvestcraft:brusselsproutitem, Брюссельская капуста
harvestcraft:brusselsproutseeditem, Семена брюссельской капусты
harvestcraft:cabbageitem, Капуста
harvestcraft:cabbageseeditem, Семена капусты
harvestcraft:spinachitem, Шпинат
harvestcraft:spinachseeditem, Семена шпината
harvestcraft:whitemushroomitem, Белый гриб
harvestcraft:whitemushroomseeditem, Споры белого гриба
harvestcraft:beanitem, Фасоль
harvestcraft:beanseeditem, Семена фасоли
harvestcraft:soybeanitem, Соя
harvestcraft:soybeanseeditem, Семена сои
harvestcraft:bellpepperitem, Сладкий перец
harvestcraft:bellpepperseeditem, Семена сладкого перца
harvestcraft:chilipepperitem, Перец чили
harvestcraft:chilipepperseeditem, Семена перца
harvestcraft:eggplantitem, Баклажан
harvestcraft:eggplantseeditem, Семена баклажана
harvestcraft:okraitem, Бамия
harvestcraft:okraseeditem, Семена бамии
harvestcraft:peasitem, Горох
harvestcraft:peasseeditem, Семена гороха
harvestcraft:tomatoitem, Помидора
harvestcraft:tomatoseeditem, Семена помидор
harvestcraft:cottonitem, Хлопок
harvestcraft:cottonseeditem, Семена хлопка
harvestcraft:pineappleitem, Ананас
harvestcraft:pineappleseeditem, Семена ананаса
harvestcraft:grapeitem, Виноград
harvestcraft:grapeseeditem, Семена винограда
harvestcraft:kiwiitem, Киви
harvestcraft:kiwiseeditem, Семена киви
harvestcraft:cranberryitem, Клюквы
harvestcraft:cranberryseeditem, Семена клюквы
harvestcraft:riceitem, Рис
harvestcraft:riceseeditem, Семена риса
harvestcraft:seaweeditem, Морские водоросли
harvestcraft:seaweedseeditem, Семена морский,х водорослей
harvestcraft:curryleafitem, Карри
harvestcraft:curryleafseeditem, Семена карри
harvestcraft:sesameseedsitem, Кунжут
harvestcraft:sesameseedsseeditem, Семена кунжута
harvestcraft:waterchestnutitem, Водный каштан
harvestcraft:waterchestnutseeditem, Семена каштана
harvestcraft:gigapickleitem, Giga Pickle
harvestcraft:gigapickleseeditem, Giga Pickle Seed
harvestcraft:kaleitem, Kale
harvestcraft:kaleseeditem, Kale Seed
harvestcraft:date_sapling, Финиковый саженец
harvestcraft:dateitem, Финик
harvestcraft:pamdate, Финик
harvestcraft:papaya_sapling, Папайевый саженец
harvestcraft:papayaitem, Папайя
harvestcraft:pampapaya, Папайя
harvestcraft:cherry_sapling, Вишневый саженец
harvestcraft:cherryitem, Вишня
harvestcraft:pamcherry, Вишня
harvestcraft:fig_sapling, Рисовый саженец
harvestcraft:figitem, Рис
harvestcraft:pamfig, Рис
harvestcraft:dragonfruit_sapling, Саженец драконового фрукта
harvestcraft:dragonfruititem, Драконовый фрукт
harvestcraft:pamdragonfruit, Драконовый фрукт
harvestcraft:apple_sapling, Яблочный саженец
harvestcraft:pamapple, Яблоко
